P1_HP,P1_Atk,P1_Def,P1_SpAtk,P1_SpDef,P1_Speed,P2_HP,P2_Atk,P2_Def,P2_SpAtk,P2_SpDef,P2_Speed,Vantagem_Tipo_P1,Vantagem_Tipo_P2,Vitoria_P1
324,240,218,196,218,273,314,262,196,240,196,196,1.0,2.0,0
344,295,262,229,240,284,404,262,262,251,251,207,1.0,1.0,1
314,295,229,218,229,240,334,346,251,346,251,273,1.0,1.0,0
294,251,196,240,196,262,354,298,256,342,256,240,2.0,0.5,1
404,278,278,390,390,306,394,394,284,262,284,218,1.0,1.0,0
360,337,280,458,361,328,404,383,328,229,295,185,1.0,0.0,1
322,238,236,306,262,269,364,262,196,328,240,427,2.0,0.5,1
324,295,201,295,201,309,294,225,262,196,240,201,4.0,1.0,1
384,372,284,258,346,381,360,223,240,247,251,159,1.0,1.0,1
324,361,339,251,262,284,384,328,306,306,284,229,2.0,2.0,1
384,306,295,383,306,328,328,269,229,232,223,293,2.0,1.0,1
354,284,229,163,185,185,284,207,207,271,227,218,0.0,1.0,0
264,174,174,174,174,174,312,207,196,185,207,185,1.0,1.0,0
420,355,368,258,267,212,294,240,196,262,218,207,2.0,1.0,1
324,282,339,238,295,188,416,306,394,306,447,350,1.0,2.0,0
304,225,214,225,214,249,374,273,350,328,273,185,2.0,1.0,0
324,262,339,262,372,273,350,361,240,240,240,306,1.0,1.0,0
346,289,249,249,238,355,344,350,262,361,262,306,1.0,2.0,0
356,350,262,287,262,379,384,328,306,306,284,229,1.0,2.0,0
284,207,196,245,240,240,306,223,306,289,350,328,1.0,0.5,1
394,317,317,317,317,238,304,163,170,207,229,141,1.0,1.0,1
304,262,218,218,218,196,348,344,383,251,262,265,2.0,1.0,0
324,218,262,284,284,438,384,273,295,361,306,229,0.5,0.5,0
284,229,185,218,185,185,290,174,229,196,251,322,2.0,0.5,1
384,267,328,377,346,324,324,240,240,185,185,174,1.0,1.0,1
340,383,251,251,361,284,314,196,295,284,339,196,1.0,2.0,1
314,196,295,284,339,196,544,357,251,207,229,269,1.0,2.0,0
284,185,185,218,196,306,394,394,284,262,284,218,1.0,1.0,0
362,361,262,383,284,353,324,284,350,218,284,207,1.0,1.0,1
284,172,207,172,207,188,454,372,306,482,328,317,1.0,1.0,0
336,199,278,243,300,159,344,339,273,218,273,339,0.5,2.0,0
314,273,240,273,240,335,344,416,262,350,251,339,2.0,1.0,0
284,229,185,218,185,185,338,207,238,247,196,188,0.5,2.0,0
414,339,273,251,328,218,292,218,309,161,298,130,0.0,1.0,0
314,361,262,284,262,306,354,350,383,328,339,295,1.0,1.0,0
294,216,216,251,251,207,364,284,350,317,284,196,2.0,1.0,0
306,223,306,289,350,328,314,295,229,218,229,240,0.5,1.0,0
384,383,284,306,306,383,314,306,284,218,339,320,2.0,2.0,1
334,240,350,394,317,251,324,229,218,196,229,207,1.0,1.0,1
224,229,174,185,207,306,344,350,504,240,240,218,4.0,0.5,1
326,293,251,262,262,262,324,218,218,240,262,218,1.0,0.5,1
362,339,262,427,284,331,374,284,262,405,273,306,1.0,1.0,1
394,366,513,205,210,170,384,328,328,438,372,372,1.0,1.0,1
354,328,350,207,229,251,284,174,218,229,229,328,1.0,2.0,1
334,276,293,227,320,339,364,306,284,394,350,350,1.0,1.0,0
394,295,295,251,251,185,374,339,328,282,291,280,1.0,1.0,0
294,152,218,240,372,218,354,284,317,306,328,218,2.0,1.0,0
364,405,394,317,306,262,444,262,350,273,372,295,1.0,0.25,1
384,262,284,262,317,262,312,254,262,205,229,210,2.0,2.0,1
394,388,513,183,188,192,364,372,394,229,251,207,2.0,2.0,1
372,265,203,265,203,214,344,295,251,383,251,372,1.0,1.0,0
324,240,273,240,273,284,264,196,229,196,229,240,1.0,1.0,1
334,306,196,207,284,273,356,214,214,234,245,183,1.0,1.0,1
344,295,251,339,295,372,322,238,236,306,262,269,0.5,2.0,0
344,262,262,262,262,262,344,394,361,295,317,273,2.0,0.5,1
274,240,205,196,227,229,294,196,240,196,273,218,1.0,1.0,1
314,196,218,251,295,196,346,410,190,410,190,441,1.0,0.5,0
300,331,317,309,295,141,324,284,218,196,196,174,1.0,1.0,1
344,317,361,372,218,295,324,262,339,262,372,273,1.0,2.0,0
714,130,130,273,405,229,344,273,218,207,218,218,1.0,2.0,0
374,273,278,262,339,315,398,344,331,388,304,282,1.0,0.5,1
364,328,372,416,438,350,334,350,394,240,251,317,1.0,0.5,1
454,269,309,410,304,273,394,361,284,317,284,306,1.0,1.0,0
354,324,262,359,262,273,324,350,262,240,240,350,2.0,1.0,1
364,295,273,350,328,262,350,328,240,328,240,251,2.0,1.0,1
324,245,284,247,284,240,304,243,240,174,229,183,1.0,1.0,1
354,324,262,359,262,273,338,304,364,282,364,181,1.0,2.0,0
324,317,218,427,394,174,324,218,262,284,284,438,1.0,1.0,1
294,174,185,152,152,207,404,471,438,295,394,218,2.0,1.0,0
360,240,295,405,309,188,1,306,207,174,174,196,1.0,1.0,1
384,295,273,361,328,361,288,223,256,194,232,218,2.0,1.0,1
370,284,273,262,262,331,318,161,298,161,298,159,1.0,1.0,1
224,229,163,185,207,317,404,383,306,240,262,295,0.5,2.0,0
364,460,240,482,394,284,422,287,326,254,293,179,1.0,1.0,1
294,295,262,196,196,240,304,262,218,218,218,262,1.0,2.0,0
304,262,218,218,218,262,374,269,262,269,361,256,1.0,1.0,0
344,262,262,262,262,262,340,218,240,372,317,289,1.0,1.0,1
352,214,276,291,287,337,318,289,317,229,273,188,1.0,2.0,0
364,372,262,350,262,284,334,339,240,240,262,317,1.0,1.0,1
304,249,218,192,192,205,294,284,328,185,190,170,1.0,1.0,0
354,324,247,324,247,331,324,295,196,174,207,258,1.0,2.0,0
310,221,225,243,232,196,304,196,196,262,196,262,0.5,0.5,1
344,339,273,218,273,339,414,438,306,438,306,317,0.5,4.0,0
344,416,614,240,284,218,354,324,247,324,247,331,1.0,0.5,1
354,273,229,339,295,174,284,207,185,251,229,262,0.5,0.5,1
352,315,397,227,364,152,394,240,282,328,383,287,2.0,0.5,1
340,284,218,240,218,333,374,350,306,207,306,284,1.0,0.0,1
492,372,240,196,240,218,370,304,265,489,265,291,1.0,1.0,1
324,262,218,328,218,251,394,388,513,183,188,192,1.0,4.0,0
264,232,185,163,185,267,294,295,218,229,218,251,1.0,4.0,0
404,350,306,295,306,240,340,339,262,262,262,311,1.0,1.0,1
404,262,262,251,251,207,346,289,249,249,238,355,1.0,1.0,1
284,172,207,172,207,188,284,251,185,196,185,273,0.5,1.0,0
356,214,214,234,245,183,284,185,174,372,262,339,1.0,1.0,1
404,328,394,207,306,185,264,207,405,207,306,174,1.0,1.0,1
364,284,306,350,394,350,344,311,251,284,229,324,1.0,0.5,1
444,311,251,328,273,280,394,366,284,251,262,311,2.0,2.0,0
306,223,306,289,350,328,384,251,251,196,196,141,1.0,1.0,0
334,306,377,236,273,293,284,207,196,229,196,293,1.0,1.0,1
348,295,262,251,262,236,304,196,196,262,196,262,1.0,0.5,1
304,251,344,339,344,298,324,295,201,295,201,309,2.0,1.0,1
360,293,280,348,295,328,294,328,207,207,207,130,1.0,2.0,0
384,317,254,207,251,245,284,196,240,196,240,130,2.0,0.5,1
320,348,355,214,214,348,344,229,251,317,339,295,2.0,1.0,1
294,240,174,284,218,251,302,216,232,216,243,254,1.0,2.0,0
294,185,207,245,225,185,424,328,273,238,284,251,1.0,1.0,0
436,229,295,344,317,172,324,295,240,273,218,383,1.0,1.0,1
394,273,284,328,350,174,344,295,229,295,317,295,1.0,1.0,1
358,372,306,240,306,214,280,199,196,218,251,251,1.0,0.5,1
344,328,361,185,229,273,344,372,328,427,339,152,1.0,2.0,0
374,262,284,322,284,379,284,196,185,229,196,262,1.0,1.0,1
294,251,183,196,183,207,344,152,218,152,218,196,2.0,1.0,1
374,240,328,383,284,273,304,262,218,218,218,262,1.0,2.0,0
324,240,196,251,207,185,294,273,240,196,174,218,1.0,1.0,0
304,372,225,185,350,300,294,163,218,163,163,185,0.25,1.0,0
364,328,372,416,438,350,420,328,375,287,317,317,2.0,2.0,0
324,207,284,306,328,174,334,240,207,273,229,262,2.0,1.0,1
320,304,278,207,207,214,424,295,317,284,317,218,1.0,0.5,1
346,289,249,249,238,355,322,247,284,251,284,236,1.0,1.0,1
344,203,225,203,225,196,434,427,311,273,298,300,1.0,1.0,0
334,383,240,317,240,339,314,262,229,196,229,295,2.0,1.0,1
354,218,295,361,328,207,312,280,335,225,207,157,1.0,2.0,0
294,251,196,174,196,240,294,251,183,196,183,207,1.0,1.0,1
292,192,194,243,282,201,384,229,251,317,295,262,1.0,1.0,0
416,284,350,372,284,205,360,337,280,458,361,328,1.0,2.0,0
414,372,339,262,317,339,414,174,339,416,339,229,2.0,2.0,1
354,284,262,251,273,306,334,212,273,269,295,295,2.0,0.25,1
334,251,251,218,218,306,334,361,251,273,317,251,1.0,1.0,0
314,229,207,247,207,207,254,185,262,317,229,207,1.0,2.0,0
380,355,284,317,317,240,364,262,251,284,372,328,1.0,0.5,1
604,328,218,328,218,284,384,251,251,196,196,141,1.0,1.0,1
404,383,223,339,223,265,380,350,240,229,240,207,1.0,1.0,1
364,295,317,174,174,163,284,207,196,245,240,240,2.0,0.5,1
334,394,240,273,240,273,322,238,236,306,262,269,1.0,1.0,1
264,232,185,163,185,267,364,339,339,339,339,284,1.0,1.0,0
254,152,141,339,229,306,342,306,240,306,240,375,1.0,1.0,0
334,284,284,238,247,236,304,185,229,163,163,141,1.0,1.0,1
364,207,251,306,350,284,294,251,183,196,183,207,1.0,1.0,1
358,295,221,229,221,251,314,337,339,315,273,223,1.0,1.0,0
374,372,262,218,240,328,324,260,317,260,317,188,1.0,1.0,1
334,229,361,328,196,240,394,273,504,394,284,174,2.0,1.0,1
402,258,291,267,300,221,384,317,339,471,350,207,0.5,1.0,0
254,185,196,152,174,284,394,317,350,339,350,295,1.0,1.0,0
474,295,196,196,295,119,354,361,251,229,251,355,0.5,1.0,0
324,361,339,251,262,284,404,438,416,328,306,306,2.0,2.0,0
284,196,185,229,196,262,364,273,438,273,438,218,1.0,0.5,0
334,207,229,207,262,207,334,196,218,383,240,174,1.0,1.0,1
380,350,240,229,240,207,330,240,229,218,218,265,1.0,1.0,1
304,207,207,185,249,236,294,251,196,240,196,262,0.5,2.0,0
292,254,262,205,229,232,304,185,284,218,306,174,2.0,1.0,1
292,192,194,243,282,201,344,262,196,240,196,240,2.0,1.0,1
284,174,185,218,262,229,344,372,328,427,339,152,1.0,2.0,0
398,331,335,344,331,243,340,256,229,203,229,278,1.0,0.5,1
284,174,174,229,174,295,384,251,251,196,196,141,1.0,1.0,0
314,293,339,359,273,223,324,218,262,284,284,438,0.5,2.0,0
364,284,350,317,284,196,274,295,207,185,185,273,1.0,2.0,1
304,251,249,205,214,203,364,284,284,284,284,284,1.0,0.5,1
394,449,348,262,394,287,364,370,306,227,256,306,1.0,1.0,1
414,361,375,251,313,309,284,185,174,372,262,339,1.0,1.0,1
380,350,240,229,240,207,344,229,317,317,350,251,1.0,1.0,1
344,372,251,207,295,383,312,207,196,185,207,185,1.0,1.0,1
284,172,207,172,207,188,454,236,236,276,276,256,1.0,1.0,0
384,399,339,399,339,174,304,196,196,262,196,262,2.0,0.5,1
334,273,262,317,262,317,344,311,251,284,229,324,1.0,1.0,0
368,320,221,207,221,311,328,214,254,238,234,216,1.0,1.0,1
404,269,291,269,291,229,304,295,295,229,229,218,0.0,1.0,0
354,328,247,284,247,364,304,196,295,196,251,163,1.0,1.0,1
366,333,278,295,273,295,384,317,317,262,306,262,1.0,2.0,0
398,331,335,344,331,243,504,460,328,317,251,328,1.0,1.0,0
354,265,262,196,284,278,334,251,240,394,317,350,2.0,0.0,1
354,265,262,196,284,278,334,262,240,251,251,361,1.0,1.0,1
304,240,240,240,240,174,374,273,278,262,339,315,1.0,0.5,1
464,251,240,350,317,251,404,403,350,262,293,267,2.0,2.0,0
404,438,372,372,328,306,280,174,199,174,199,240,1.0,1.0,1
354,304,295,229,251,188,286,249,207,218,218,218,0.5,1.0,0
354,416,251,355,251,350,384,317,295,229,251,262,1.0,2.0,0
304,339,383,229,317,218,414,361,375,251,313,309,1.0,2.0,0
350,361,240,240,240,306,304,251,249,205,214,203,1.0,1.0,1
300,331,317,309,295,141,414,174,339,416,339,229,1.0,1.0,1
312,328,265,243,295,361,364,372,284,306,251,405,1.0,4.0,0
284,240,196,196,196,174,422,254,293,287,326,179,1.0,1.0,0
404,405,361,295,328,405,334,298,240,229,240,315,1.0,0.5,1
294,306,152,251,152,251,390,306,331,240,287,317,1.0,1.0,0
284,196,229,196,262,229,478,357,304,410,344,322,1.0,2.0,0
422,225,212,388,397,335,304,273,262,185,262,214,1.0,1.0,1
284,174,218,229,229,328,324,251,240,394,273,350,1.0,1.0,0
404,471,438,295,394,218,384,317,339,471,350,207,2.0,1.0,1
364,284,218,196,218,163,314,207,207,163,163,141,0.25,2.0,0
414,460,229,174,229,405,314,218,196,196,196,273,1.0,1.0,1
334,383,328,240,262,262,358,238,218,256,247,210,4.0,0.5,1
324,163,185,262,284,240,284,196,196,262,196,152,1.0,1.0,0
344,284,262,284,262,350,414,317,284,196,284,306,1.0,0.0,1
424,295,317,284,317,218,284,185,185,218,196,306,1.0,1.0,1
344,438,416,251,328,273,456,397,317,397,324,326,1.0,1.0,0
296,300,240,174,196,234,324,218,262,284,284,438,1.0,0.5,1
244,163,207,262,306,240,334,212,273,269,295,295,1.0,1.0,0
410,339,267,339,273,251,370,284,273,262,262,331,1.0,1.0,1
364,372,273,273,273,240,314,317,229,185,273,361,2.0,1.0,1
324,339,240,372,240,339,364,350,240,438,394,262,4.0,0.5,1
318,289,317,229,273,188,294,196,240,196,273,218,2.0,1.0,1
354,328,254,240,254,361,420,328,375,287,317,317,1.0,1.0,0
524,350,251,251,350,174,304,225,214,225,214,249,1.0,1.0,1
370,342,251,298,251,295,394,372,251,317,273,240,2.0,1.0,1
354,317,317,317,317,295,354,229,262,229,317,350,1.0,1.0,1
324,306,416,218,218,196,284,172,207,172,207,188,2.0,0.5,1
422,225,212,388,397,335,404,328,328,328,328,328,2.0,2.0,0
404,251,240,427,284,394,504,372,328,372,328,306,2.0,2.0,0
344,284,333,284,333,196,324,262,251,383,339,306,2.0,1.0,1
422,287,326,254,293,179,364,372,262,350,262,284,2.0,2.0,0
294,251,196,174,196,240,334,240,229,317,229,306,1.0,2.0,0
334,229,317,251,317,185,384,306,328,284,306,229,2.0,1.0,1
304,295,295,229,229,218,338,383,196,174,174,236,2.0,0.5,1
278,229,262,174,229,251,314,229,284,262,207,141,1.0,1.0,0
304,295,383,295,361,152,312,328,265,243,295,361,1.0,1.0,1
350,328,240,328,240,251,324,328,295,284,295,328,1.0,2.0,0
324,282,339,238,295,188,348,344,383,251,262,265,1.0,0.5,1
304,251,251,306,306,328,370,284,273,262,262,331,2.0,1.0,1
284,168,240,190,218,254,304,251,344,339,344,298,2.0,0.5,1
280,185,196,168,163,185,356,337,265,337,265,346,0.25,2.0,0
454,328,284,295,273,229,364,328,379,377,372,284,1.0,1.0,0
364,262,262,306,328,262,334,306,218,295,207,229,0.5,2.0,0
304,295,295,229,229,218,360,344,273,328,328,262,1.0,1.0,0
304,249,218,192,192,205,650,331,225,322,225,203,0.5,1.0,0
334,383,328,229,262,295,354,383,614,229,317,174,0.5,1.0,0
388,372,361,284,361,412,314,262,207,262,218,240,0.5,1.0,1
334,284,416,196,262,262,478,357,304,410,344,322,1.0,1.0,0
314,361,262,284,262,306,312,280,335,225,207,157,4.0,1.0,1
314,260,295,179,185,170,344,284,262,284,262,350,0.5,1.0,0
474,295,196,196,295,119,304,258,240,218,218,179,1.0,2.0,0
604,328,218,328,218,284,288,174,207,232,225,194,1.0,1.0,1
304,295,295,229,229,218,444,311,251,328,273,280,1.0,1.0,0
386,267,306,392,306,346,484,295,317,427,317,394,0.5,1.0,0
286,232,196,245,205,265,300,214,214,214,214,214,1.0,1.0,1
360,344,273,328,328,262,454,482,328,372,306,317,1.0,2.0,0
484,262,207,295,218,207,398,344,331,388,304,282,1.0,1.0,0
324,218,372,306,284,174,324,229,328,251,328,174,1.0,1.0,1
334,328,262,284,284,339,286,218,240,177,236,174,2.0,0.5,1
384,372,372,240,240,218,324,260,317,260,317,188,1.0,1.0,1
324,229,218,196,229,207,344,293,262,251,262,221,1.0,2.0,0
294,163,218,163,163,185,322,247,284,251,284,236,1.0,1.0,0
260,240,174,196,174,289,304,196,295,196,251,163,1.0,0.5,1
384,346,284,328,251,295,312,254,262,205,229,210,2.0,2.0,1
274,328,218,218,262,372,382,383,306,361,284,331,2.0,1.0,1
312,207,196,185,207,185,326,284,247,240,247,291,1.0,1.0,0
414,416,317,229,251,207,354,284,295,350,306,218,0.5,1.0,0
304,273,207,196,207,240,280,212,185,181,185,234,0.5,2.0,0
416,526,328,447,328,394,292,273,185,247,181,207,1.0,2.0,1
300,243,196,243,196,218,414,339,273,251,328,218,1.0,0.5,0
304,328,438,328,438,218,354,284,262,251,218,394,2.0,1.0,1
354,324,247,324,247,331,324,229,328,251,328,174,1.0,1.0,1
324,284,350,218,284,207,414,361,375,251,313,309,1.0,1.0,0
404,504,460,438,306,306,414,460,229,174,229,405,2.0,1.0,1
384,240,284,306,350,240,356,350,262,287,262,379,1.0,2.0,0
304,152,229,163,163,174,314,295,229,218,229,240,0.5,2.0,0
336,251,214,245,234,223,364,394,240,196,284,372,0.5,2.0,0
284,251,185,196,185,273,294,328,405,251,405,207,0.5,0.0,1
360,293,280,348,295,328,344,311,251,284,229,324,1.0,2.0,0
344,306,262,240,262,196,348,427,256,445,265,399,2.0,1.0,1
324,207,218,306,284,262,294,216,216,251,251,207,2.0,1.0,1
404,372,372,438,328,306,444,262,350,273,372,295,1.0,0.5,1
338,234,229,278,229,359,304,295,383,295,361,152,1.0,2.0,0
304,295,295,229,229,218,340,218,240,372,317,289,2.0,1.0,1
344,306,262,240,262,196,416,350,306,447,306,394,2.0,2.0,0
324,416,218,416,218,240,444,372,372,372,372,372,1.0,0.0,1
404,328,306,438,416,306,404,119,119,141,251,174,1.0,1.0,1
322,271,218,185,218,185,304,273,207,196,207,240,1.0,0.5,1
422,254,293,287,326,179,344,273,240,339,240,339,2.0,0.0,1
314,293,339,359,273,223,504,328,361,251,251,185,0.5,0.5,0
544,357,251,207,229,269,284,174,218,229,229,328,1.0,1.0,1
354,324,247,324,247,331,294,306,152,251,152,251,0.5,2.0,0
374,350,276,251,289,232,334,306,251,243,243,328,0.5,2.0,0
344,306,207,141,207,218,344,295,427,240,229,251,0.5,2.0,0
404,427,394,251,350,174,352,273,262,251,273,353,1.0,1.0,1
340,262,311,218,399,201,328,405,317,258,289,251,1.0,0.5,1
284,196,284,196,196,152,404,295,328,405,361,405,2.0,2.0,0
330,247,212,199,199,271,334,449,372,251,306,339,1.0,1.0,0
304,273,306,130,185,196,410,240,386,284,386,218,2.0,1.0,1
324,295,196,174,207,258,394,251,284,350,350,174,2.0,1.0,1
304,273,295,152,174,196,354,284,262,251,218,394,1.0,2.0,0
324,280,240,196,221,221,344,284,251,306,251,295,2.0,1.0,1
404,438,306,504,460,306,350,276,273,287,328,328,2.0,0.5,1
274,196,328,306,229,185,344,240,383,361,262,229,1.0,1.0,0
360,287,265,271,260,386,304,262,460,262,460,306,1.0,1.0,0
264,207,229,262,229,295,304,267,185,185,185,251,2.0,1.0,1
384,317,295,229,251,262,364,515,361,196,339,273,2.0,2.0,0
380,344,377,271,273,249,354,324,247,324,247,331,1.0,2.0,0
350,256,273,287,328,348,368,375,370,260,238,265,2.0,2.0,0
388,438,361,284,361,434,404,328,328,328,328,328,0.5,2.0,0
338,304,364,282,364,181,338,207,238,247,196,188,1.0,2.0,0
384,372,328,438,372,328,368,284,298,295,273,267,1.0,2.0,0
294,185,218,262,218,174,354,383,273,174,273,295,1.0,1.0,0
278,163,199,163,199,163,334,317,295,229,229,295,0.5,1.0,0
294,218,229,273,251,174,344,273,240,339,240,339,1.0,0.5,1
364,328,262,218,240,207,384,174,141,196,152,141,1.0,2.0,1
294,229,251,207,207,207,384,394,284,251,295,229,1.0,1.0,0
424,284,372,284,306,174,416,438,262,535,372,416,1.0,1.0,0
274,240,205,196,227,229,294,295,262,196,196,240,0.0,1.0,0
314,262,196,240,196,196,304,218,218,218,218,218,0.5,0.5,1
364,350,372,394,306,262,284,207,196,251,196,251,1.0,2.0,1
340,262,311,218,399,201,324,284,218,218,218,196,1.0,1.0,1
430,262,372,405,251,223,284,207,185,174,196,229,1.0,1.0,1
380,302,460,302,302,302,304,251,295,185,185,229,1.0,1.0,1
342,260,276,260,298,309,424,379,251,328,251,251,2.0,1.0,1
386,392,306,267,306,346,354,383,284,240,328,295,2.0,1.0,1
304,262,218,218,218,262,354,262,262,324,262,313,1.0,1.0,0
304,262,460,262,460,306,308,234,273,185,218,210,1.0,1.0,1
244,196,141,185,185,240,280,199,196,218,251,251,1.0,1.0,0
414,416,229,174,229,317,284,168,240,190,218,254,2.0,0.5,1
394,366,513,205,210,170,354,284,350,251,306,218,0.5,0.5,1
544,306,207,306,207,240,388,372,361,284,361,412,1.0,1.0,0
348,339,361,227,298,258,374,196,262,284,416,262,2.0,1.0,1
394,159,214,159,214,159,344,293,262,251,262,221,1.0,1.0,0
384,350,284,328,284,317,324,207,262,273,295,229,1.0,1.0,1
286,185,207,236,221,174,344,273,240,339,240,339,1.0,0.5,0
334,317,295,229,229,295,404,350,306,295,306,240,1.0,2.0,0
392,284,298,377,284,346,344,372,251,207,295,383,1.0,2.0,0
344,306,306,405,306,383,294,251,196,240,196,262,1.0,1.0,1
264,284,306,229,207,229,356,251,207,311,201,309,2.0,0.5,1
348,284,328,240,306,302,340,218,240,372,317,289,1.0,1.0,1
344,306,350,240,273,317,436,229,295,344,317,172,2.0,0.0,1
344,350,284,229,284,339,324,306,416,218,218,196,0.5,4.0,0
504,328,372,328,372,306,484,295,317,427,317,394,2.0,2.0,1
292,214,251,218,249,203,304,317,306,317,306,504,1.0,1.0,0
280,196,223,196,267,168,316,243,251,214,207,192,2.0,1.0,1
416,284,350,372,284,205,344,397,328,298,306,196,1.0,1.0,1
364,262,240,416,350,350,314,240,394,174,394,119,1.0,2.0,0
324,240,273,240,273,291,304,295,295,229,229,218,0.5,1.0,0
292,236,205,236,205,243,374,339,229,295,218,361,0.5,2.0,0
304,251,218,196,196,251,326,306,207,218,218,460,0.25,2.0,0
294,174,218,251,218,207,364,284,284,284,284,284,1.0,1.0,0
714,361,658,383,658,394,284,251,185,196,185,273,1.0,1.0,1
364,427,438,339,350,350,324,317,260,251,282,284,2.0,0.0,1
324,223,478,212,412,174,404,251,240,427,284,394,1.0,1.0,1
394,361,284,317,284,306,388,372,416,284,416,390,2.0,2.0,0
302,216,232,216,243,254,364,405,394,317,306,262,1.0,1.0,0
344,306,207,141,207,218,362,339,262,427,284,331,2.0,1.0,1
332,302,218,302,218,342,304,185,229,163,163,141,1.0,2.0,0
304,262,460,262,460,306,394,348,339,273,295,232,1.0,1.0,0
274,249,295,271,229,179,324,328,304,229,260,355,1.0,1.0,0
332,302,218,302,218,342,314,229,229,405,405,405,1.0,2.0,0
304,251,207,218,218,207,364,372,293,240,320,350,2.0,0.25,1
324,218,328,317,262,251,326,284,247,240,247,291,2.0,1.0,1
304,229,218,188,174,203,284,207,251,328,372,306,1.0,1.0,1
374,350,276,251,289,232,334,273,207,185,207,229,1.0,2.0,1
292,273,185,247,181,207,400,300,339,225,295,256,1.0,1.0,0
254,185,196,152,174,284,344,236,236,300,311,306,2.0,1.0,0
316,243,251,214,207,192,304,258,240,218,218,179,1.0,1.0,1
334,240,240,273,251,361,394,251,350,240,394,251,0.5,0.5,0
306,251,251,284,273,238,364,350,372,394,306,262,0.25,2.0,0
326,284,247,240,247,291,420,482,361,372,317,311,1.0,1.0,0
352,273,262,251,273,353,320,317,236,262,236,322,1.0,1.0,1
354,284,262,251,273,306,332,471,273,313,291,273,1.0,1.0,0
404,390,306,278,278,390,348,372,324,218,324,267,1.0,1.0,1
402,258,291,267,300,221,340,218,240,372,317,289,1.0,1.0,1
310,227,225,190,210,207,374,372,284,295,273,295,2.0,1.0,0
318,284,309,284,300,273,322,271,218,185,218,185,1.0,2.0,0
304,295,383,295,361,152,324,240,240,339,339,339,2.0,1.0,1
374,350,306,207,306,284,332,302,218,302,218,342,1.0,1.0,1
322,350,438,207,216,185,356,337,265,337,265,346,1.0,2.0,0
340,295,251,471,405,328,332,221,159,221,159,170,1.0,1.0,1
294,240,174,284,218,251,354,350,339,174,262,328,0.5,2.0,0
474,295,196,196,295,119,414,438,306,438,306,317,1.0,1.0,0
352,346,401,291,251,179,284,168,240,190,218,254,1.0,4.0,0
324,260,317,260,317,188,404,405,372,240,295,218,1.0,1.0,0
338,304,364,282,364,181,364,289,291,328,328,284,2.0,0.5,1
264,207,229,262,229,295,356,337,265,337,265,346,2.0,1.0,0
328,214,254,238,234,216,304,218,196,218,196,249,1.0,1.0,1
342,306,240,306,240,375,364,306,284,394,350,350,0.5,1.0,0
304,185,229,163,163,141,294,229,251,207,207,207,1.0,1.0,0
374,405,282,295,339,287,354,324,247,324,247,331,1.0,2.0,0
394,381,280,260,265,236,344,295,251,339,295,372,1.0,1.0,1
374,350,276,251,289,232,354,324,247,324,247,331,1.0,0.5,1
282,223,203,240,218,251,362,335,372,405,361,280,0.5,2.0,0
286,218,190,218,190,254,404,262,262,251,251,207,1.0,1.0,0
324,207,284,306,328,174,264,251,328,207,163,196,2.0,0.5,1
456,397,317,397,324,326,318,196,251,298,269,216,2.0,0.0,1
314,229,229,295,229,174,362,291,328,295,339,280,1.0,1.0,0
464,416,339,207,284,218,304,163,170,207,229,141,1.0,1.0,1
444,328,295,174,295,207,324,163,185,262,284,240,0.5,2.0,0
304,251,207,218,218,207,324,394,284,240,240,262,2.0,0.5,1
444,328,295,174,295,207,334,196,218,383,240,174,0.5,2.0,0
354,383,328,262,284,207,374,339,328,282,291,280,1.0,2.0,0
344,207,214,240,251,185,322,254,262,205,229,199,1.0,1.0,0
384,262,284,262,317,262,360,251,258,355,447,273,1.0,1.0,1
334,262,240,251,251,361,304,273,306,130,185,196,1.0,1.0,0
374,273,350,328,273,185,274,207,460,174,207,262,2.0,1.0,1
364,372,284,372,284,328,404,504,460,438,306,306,1.0,2.0,0
394,273,504,394,284,174,324,284,350,218,284,207,2.0,1.0,1
384,251,295,251,295,240,318,306,317,408,335,172,1.0,1.0,1
310,388,225,441,282,344,338,289,245,210,214,203,1.0,0.0,1
650,331,225,322,225,203,324,240,273,240,273,284,1.0,2.0,0
384,372,328,438,372,328,344,427,302,416,262,355,1.0,1.0,0
374,232,278,218,278,280,344,273,361,317,394,295,1.0,2.0,0
404,350,306,295,306,240,350,361,240,240,240,306,1.0,1.0,1
324,174,174,188,232,218,364,240,306,240,262,218,0.5,2.0,0
444,311,251,328,273,280,334,306,372,295,262,240,1.0,1.0,0
354,328,372,163,251,251,384,240,262,273,262,207,1.0,1.0,1
284,170,170,212,223,218,344,284,262,284,262,350,2.0,1.0,0
314,229,207,247,207,207,368,320,221,207,221,311,1.0,1.0,0
324,240,273,240,273,284,314,207,207,163,163,141,2.0,1.0,1
334,251,240,350,317,394,296,300,240,174,196,234,0.5,1.0,0
292,236,205,236,205,243,334,273,262,317,262,317,1.0,1.0,0
346,333,280,223,229,311,324,306,229,306,284,350,1.0,1.0,1
360,240,295,405,309,188,354,273,240,291,240,240,1.0,0.5,1
314,262,229,196,229,295,424,280,269,276,265,240,1.0,1.0,0
372,298,302,353,331,240,524,339,350,394,350,295,1.0,1.0,0
302,254,262,205,229,221,356,163,207,256,229,161,2.0,1.0,1
404,372,372,438,328,306,384,383,284,306,306,383,1.0,2.0,0
